"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.2,70,79,"TT",10.1025702774278
0.2,70,69,"TT",9.61127623937583
0.2,80,79,"TT",8.57381419370738
0.2,80,69,"TT",10.4628677129106
0.2,75,74,"TT",9.70643118679232
0.2,70,79,"TT",8.54292985312953
0.2,70,69,"TT",10.3593641953241
0.2,80,79,"TT",12.7546535711656
0.2,80,69,"TT",9.93053432019507
0.2,75,74,"TT",10.4547927940026
0.2,70,79,"TT",10.0164728038478
0.2,70,69,"TT",11.3645940315529
0.2,80,79,"TT",11.7232118531305
0.2,80,69,"TT",9.22748783917853
0.2,75,74,"TT",8.74384284553427
0.2,70,79,"TT",9.76487795744324
0.2,70,69,"TT",9.98522589991556
0.2,80,79,"TT",10.584472978596
0.2,80,69,"TT",10.6228470221261
0.2,75,74,"TT",10.4969125734427
0.2,70,79,"TT",10.7802121501912
0.2,70,69,"TT",9.43712667355067
0.2,80,79,"TT",10.3679787364888
0.2,80,69,"TT",10.4679226913909
0.2,75,74,"TT",10.0188153275462
0.2,70,79,"TT",11.2270469467185
0.2,70,69,"TT",9.99709211581684
0.2,80,79,"TT",9.42542247301555
0.2,80,69,"TT",9.974861369578
0.2,75,74,"TT",10.2792968217163
0.2,70,79,"TT",11.4520406164751
0.2,70,69,"TT",11.0956669573253
0.2,80,79,"TT",10.5307291216664
0.2,80,69,"TT",10.3583492569475
0.2,75,74,"TT",10.0496338774173
0.2,70,79,"TT",10.5012074969436
0.2,70,69,"TT",10.8140691982341
0.2,80,79,"TT",10.5595998085649
0.2,80,69,"TT",9.26337523525697
0.2,75,74,"TT",10.9546216072442
0.2,70,79,"TT",9.63742309593351
0.2,70,69,"TT",8.75923380182816
0.2,80,79,"TT",11.4220856065398
0.2,80,69,"TT",10.0508308504378
0.2,75,74,"TT",8.73315478696276
0.2,70,79,"TT",12.0542474119728
0.2,70,69,"TT",9.90686934277065
0.2,80,79,"TT",10.9461403740377
0.2,80,69,"TT",9.18074968660635
0.2,75,74,"TT",10.4363064662863
0.2,70,79,"TT",9.39309463641791
0.2,70,69,"TT",10.498180367307
0.2,80,79,"TT",10.7941018205023
0.2,80,69,"TT",11.4266339949875
0.2,75,74,"TT",9.30015433832623
0.2,70,79,"TT",11.461873119904
0.2,70,69,"TT",11.3908875387544
0.2,80,79,"TT",11.0434625805663
0.2,80,69,"TT",11.2112292044324
0.2,75,74,"TT",9.96790932490106
0.2,70,79,"TT",12.3261860838564
0.2,70,69,"TT",10.2356862040967
0.2,80,79,"TT",11.0707882926375
0.2,80,69,"TT",11.5115509329407
0.2,75,74,"TT",9.58372495401926
0.2,70,79,"TT",10.6214151834846
0.2,70,69,"TT",9.47677574079623
0.2,80,79,"TT",9.7384651834401
0.2,80,69,"TT",9.89617872489691
0.2,75,74,"TT",10.0839315892894
0.2,70,79,"TT",10.2865368567038
0.2,70,69,"TT",10.7123879438453
0.2,80,79,"TT",11.0925781456197
0.2,80,69,"TT",12.7386577903273
0.2,75,74,"TT",8.31460435745251
0.2,70,79,"TT",10.0065995326414
0.2,70,69,"TT",11.6965045024891
0.2,80,79,"TT",10.3186568063069
0.2,80,69,"TT",11.6802625821087
0.2,75,74,"TT",11.6366333641725
0.2,70,79,"TT",11.1673316405626
0.2,70,69,"TT",10.4450616448672
0.2,80,79,"TT",12.1008141133339
0.2,80,69,"TT",9.58187349075113
0.2,75,74,"TT",11.5111528591549
0.2,70,79,"TT",11.5579579572713
0.2,70,69,"TT",11.493526463875
0.2,80,79,"TT",12.0299142662665
0.2,80,69,"TT",11.9406858601365
0.2,75,74,"TT",8.40750022363997
0.2,70,79,"TT",11.2638680221162
0.2,70,69,"TT",10.4110036958559
0.2,80,79,"TT",12.0290367349911
0.2,80,69,"TT",9.61085395063426
0.2,75,74,"TT",8.28635240939934
0.2,70,79,"TT",10.5488870689902
0.2,70,69,"TT",10.8465628739638
0.2,80,79,"TT",10.8559675904518
0.2,80,69,"TT",11.0346560710136
0.2,75,74,"TT",11.691672354185
0.2,70,79,"TT",9.66850474730777
0.2,70,69,"TT",10.3813713530369
0.2,80,79,"TT",11.568177165096
0.2,80,69,"TT",10.1052106481136
0.2,75,74,"TT",11.370463713666
0.2,70,79,"TT",11.0561744282144
0.2,70,69,"TT",10.9953599075808
0.2,80,79,"TT",10.888385630558
0.2,80,69,"TT",10.7492546343291
0.2,75,74,"TT",8.41262224926766
0.2,70,79,"TT",9.42879980720509
0.2,70,69,"TT",10.6125350528107
0.2,80,79,"TT",10.4403824250378
0.2,80,69,"TT",9.68163562035693
0.2,75,74,"TT",9.78241164081557
0.2,70,79,"TT",7.90401322295048
0.2,70,69,"TT",9.75782895878739
0.2,80,79,"TT",11.5480824300991
0.2,80,69,"TT",10.8538112841616
0.2,75,74,"TT",9.6973241145082
0.2,70,79,"TT",10.0897259328186
0.2,70,69,"TT",11.0181747276626
0.2,80,79,"TT",9.52426631945829
0.2,80,69,"TT",10.8170513228276
0.2,75,74,"TT",8.48193730486097
0.2,70,79,"TT",7.58733050026182
0.2,70,69,"TT",12.0437394255616
0.2,80,79,"TT",11.3073869463337
0.2,80,69,"TT",11.4559915118273
0.2,75,74,"TT",10.7789381171285
0.2,70,79,"TT",10.6181722243828
0.2,70,69,"TT",11.6883599635477
0.2,80,79,"TT",10.4193814040853
0.2,80,69,"TT",11.7234754019819
0.2,75,74,"TT",12.1254677585151
0.2,70,79,"TT",9.59405617018786
0.2,70,69,"TT",11.8697472729715
0.2,80,79,"TT",11.0132000780897
0.2,80,69,"TT",9.93757143012595
0.2,75,74,"TT",8.63369555737084
0.2,70,79,"TT",11.1097269122276
0.2,70,69,"TT",10.6245161179511
0.2,80,79,"TT",11.2631193799761
0.2,80,69,"TT",12.7235425578671
0.2,75,74,"TT",10.6386421259415
0.2,70,79,"TT",11.4776696199668
0.2,70,69,"TT",9.75557003830019
0.2,80,79,"TT",11.3357929112943
0.2,80,69,"TT",10.690979007474
0.2,75,74,"TT",9.77569616548158
0.2,70,79,"TT",11.2967624699265
0.2,70,69,"TT",9.78775221082777
0.2,80,79,"TT",10.3931246311006
0.2,80,69,"TT",9.06553959300259
0.2,75,74,"TT",12.0748896448809
0.2,70,79,"TT",9.21097538474581
0.2,70,69,"TT",11.4214839645399
0.2,80,79,"TT",11.4296573142004
0.2,80,69,"TT",10.2331434302732
0.2,75,74,"TT",9.74868249010248
0.2,70,79,"TT",10.0521336898172
0.2,70,69,"TT",9.504158668956
0.2,80,79,"TT",12.7279303964004
0.2,80,69,"TT",10.3929958663178
0.2,75,74,"TT",9.63991384143477
0.2,70,79,"TT",9.42018545731724
0.2,70,69,"TT",9.79147635656127
0.2,80,79,"TT",11.0386792654664
0.2,80,69,"TT",10.8097824417515
0.2,75,74,"TT",10.1060503281899
0.2,70,79,"TT",10.3796645973407
0.2,70,69,"TT",9.89065714849666
0.2,80,79,"TT",10.314523392662
0.2,80,69,"TT",11.5191776195277
0.2,75,74,"TT",12.1872812789073
0.2,70,79,"TT",10.2066372889925
0.2,70,69,"TT",11.0166877908466
0.2,80,79,"TT",12.7992277997817
0.2,80,69,"TT",10.7027652928708
0.2,75,74,"TT",9.46494074852914
0.2,70,79,"TT",9.95479859595427
0.2,70,69,"TT",9.89714425297327
0.2,80,79,"TT",9.35343732735417
0.2,80,69,"TT",9.93188493925131
0.2,75,74,"TT",10.8343218329496
0.2,70,79,"TT",10.0039115533074
0.2,70,69,"TT",8.94805976346937
0.2,80,79,"TT",10.2446251867177
0.2,80,69,"TT",11.2025548381718
0.2,75,74,"TT",11.2346668868494
0.2,70,79,"TT",11.3635807822575
0.2,70,69,"TT",12.5990962382195
0.2,80,79,"TT",11.4652976654532
0.2,80,69,"TT",9.46308073012747
0.2,75,74,"TT",8.66596021596272
0.2,70,79,"TT",11.301504457401
0.2,70,69,"TT",10.9360191046224
0.2,80,79,"TT",10.6825967549834
0.2,80,69,"TT",9.96749463287
0.2,75,74,"TT",10.6485098299463
0.2,70,79,"TT",10.0557232798542
0.2,70,69,"TT",10.5833783823725
0.2,80,79,"TT",10.1793383514136
0.2,80,69,"TT",11.0453072420538
0.2,75,74,"TT",11.0023386389575
0.2,70,79,"TT",8.24785008682232
0.2,70,69,"TT",10.731738612627
0.2,80,79,"TT",11.6058505855298
0.2,80,69,"TT",10.5620000353307
0.2,75,74,"TT",9.01730093425813
0.2,70,79,"TT",11.1941773856032
0.2,70,69,"TT",11.8510448684995
0.2,80,79,"TT",11.24855516485
0.2,80,69,"TT",12.155004306342
0.2,75,74,"TT",9.98962419567445
0.2,70,79,"TT",10.2087349462315
0.2,70,69,"TT",8.8448385461285
0.2,80,79,"TT",11.8842471055943
0.2,80,69,"TT",10.2090085212884
0.2,75,74,"TT",7.55901675218891
0.2,70,79,"TT",10.7237303030054
0.2,70,69,"TT",12.1532859355741
0.2,80,79,"TT",11.6491233684884
0.2,80,69,"TT",11.5532449983118
0.2,75,74,"TT",9.51080839921656
0.2,70,79,"TT",11.3907730490873
0.2,70,69,"TT",11.1612847169464
0.2,80,79,"TT",12.9348121990097
0.2,80,69,"TT",10.2155392581632
0.2,75,74,"TT",12.5633660961964
0.2,70,79,"TT",11.2068158743317
0.2,70,69,"TT",11.5364129801853
0.2,80,79,"TT",12.1215066821995
0.2,80,69,"TT",9.82321310875619
0.2,75,74,"TT",9.95990231041984
0.2,70,79,"TT",9.74424013665065
0.2,70,69,"TT",11.8701472355015
0.2,80,79,"TT",11.6960234127699
0.2,80,69,"TT",11.0653627741081
0.2,75,74,"TT",9.52923023667243
0.2,70,79,"TT",10.9275334805031
0.2,70,69,"TT",9.71057081755211
0.2,80,79,"TT",11.9943723284085
0.2,80,69,"TT",10.3796060668434
0.2,75,74,"TT",10.139174755066
0.2,70,79,"TT",9.06330070127412
0.2,70,69,"TT",9.57859590753202
0.2,80,79,"TT",11.9344104887473
0.2,80,69,"TT",10.8769366186077
0.2,75,74,"TT",9.61042489290953
0.2,70,79,"TT",9.09090216477207
0.2,70,69,"TT",12.7979246787604
0.2,80,79,"TT",10.5170225346098
0.2,80,69,"TT",9.34530117940303
0.2,75,74,"TT",9.21963313866495
0.2,70,79,"TT",10.3503617034108
0.2,70,69,"TT",10.933537922296
0.2,80,79,"TT",11.2167948916435
0.2,80,69,"TT",11.8854566927592
0.2,75,74,"TT",11.8890326359711
0.2,70,79,"TT",11.3417925320698
0.2,70,69,"TT",11.1701631758689
0.2,80,79,"TT",10.6381958091916
0.2,80,69,"TT",9.49590579439527
0.2,75,74,"TT",9.43285871592822
0.2,70,79,"TT",11.2466962245638
0.2,70,69,"TT",10.6913580975744
0.2,80,79,"TT",11.2828706265748
0.2,80,69,"TT",10.1421801547013
0.2,75,74,"TT",10.789893688269
0.2,70,79,"TT",9.71170165895597
0.2,70,69,"TT",8.72407519086485
0.2,80,79,"TT",10.2178378741622
0.2,80,69,"TT",11.4161897096732
0.2,75,74,"TT",12.1563461666663
0.2,70,79,"TT",10.7270971640688
0.2,70,69,"TT",9.6549868224082
0.2,80,79,"TT",9.98324029566866
0.2,80,69,"TT",11.2580994308616
0.2,75,74,"TT",9.88672903419379
